./docs/model_data.py,0,0
./docs/build_docs.py,0,0
./docs/build_reference.py,0,0
./test_obb_qbb.py,15,15
./ultralytics/trackers/track.py,6,5
./ultralytics/trackers/basetrack.py,0,0
./ultralytics/trackers/__init__.py,0,0
./ultralytics/trackers/bot_sort.py,0,0
./ultralytics/trackers/utils/matching.py,0,0
./ultralytics/trackers/utils/__init__.py,0,0
./ultralytics/trackers/utils/gmc.py,0,0
./ultralytics/trackers/utils/kalman_filter.py,0,0
./ultralytics/trackers/byte_tracker.py,0,0
./ultralytics/models/nas/val.py,0,0
./ultralytics/models/nas/model.py,0,0
./ultralytics/models/nas/__init__.py,0,0
./ultralytics/models/nas/predict.py,0,0
./ultralytics/models/__init__.py,0,0
./ultralytics/models/yolo/classify/val.py,0,0
./ultralytics/models/yolo/classify/__init__.py,0,0
./ultralytics/models/yolo/classify/predict.py,0,0
./ultralytics/models/yolo/classify/train.py,0,0
./ultralytics/models/yolo/qbb/val.py,1,27
./ultralytics/models/yolo/qbb/__init__.py,0,6
./ultralytics/models/yolo/qbb/predict.py,2,17
./ultralytics/models/yolo/qbb/train.py,0,31
./ultralytics/models/yolo/obb/val.py,26,0
./ultralytics/models/yolo/obb/__init__.py,6,0
./ultralytics/models/yolo/obb/predict.py,16,0
./ultralytics/models/yolo/obb/train.py,28,0
./ultralytics/models/yolo/model.py,11,11
./ultralytics/models/yolo/__init__.py,2,2
./ultralytics/models/yolo/yoloe/val.py,0,0
./ultralytics/models/yolo/yoloe/__init__.py,0,0
./ultralytics/models/yolo/yoloe/train_seg.py,0,0
./ultralytics/models/yolo/yoloe/predict.py,0,0
./ultralytics/models/yolo/yoloe/train.py,0,0
./ultralytics/models/yolo/world/train_world.py,0,0
./ultralytics/models/yolo/world/__init__.py,0,0
./ultralytics/models/yolo/world/train.py,0,0
./ultralytics/models/yolo/pose/val.py,0,0
./ultralytics/models/yolo/pose/__init__.py,0,0
./ultralytics/models/yolo/pose/predict.py,0,0
./ultralytics/models/yolo/pose/train.py,0,0
./ultralytics/models/yolo/segment/val.py,0,0
./ultralytics/models/yolo/segment/__init__.py,0,0
./ultralytics/models/yolo/segment/predict.py,0,0
./ultralytics/models/yolo/segment/train.py,0,0
./ultralytics/models/yolo/detect/val.py,1,1
./ultralytics/models/yolo/detect/__init__.py,0,0
./ultralytics/models/yolo/detect/predict.py,1,1
./ultralytics/models/yolo/detect/train.py,0,0
./ultralytics/models/utils/ops.py,0,0
./ultralytics/models/utils/__init__.py,0,0
./ultralytics/models/utils/loss.py,0,0
./ultralytics/models/rtdetr/val.py,0,0
./ultralytics/models/rtdetr/model.py,0,0
./ultralytics/models/rtdetr/__init__.py,0,0
./ultralytics/models/rtdetr/predict.py,0,0
./ultralytics/models/rtdetr/train.py,0,0
./ultralytics/models/sam/model.py,0,0
./ultralytics/models/sam/__init__.py,0,0
./ultralytics/models/sam/modules/blocks.py,0,0
./ultralytics/models/sam/modules/utils.py,0,0
./ultralytics/models/sam/modules/memory_attention.py,0,0
./ultralytics/models/sam/modules/sam.py,0,0
./ultralytics/models/sam/modules/__init__.py,0,0
./ultralytics/models/sam/modules/transformer.py,0,0
./ultralytics/models/sam/modules/encoders.py,0,0
./ultralytics/models/sam/modules/decoders.py,0,0
./ultralytics/models/sam/modules/tiny_encoder.py,0,0
./ultralytics/models/sam/amg.py,0,0
./ultralytics/models/sam/build.py,0,0
./ultralytics/models/sam/predict.py,0,0
./ultralytics/models/fastsam/utils.py,0,0
./ultralytics/models/fastsam/val.py,0,0
./ultralytics/models/fastsam/model.py,0,0
./ultralytics/models/fastsam/__init__.py,0,0
./ultralytics/models/fastsam/predict.py,0,0
./ultralytics/hub/utils.py,0,0
./ultralytics/hub/session.py,0,0
./ultralytics/hub/__init__.py,3,2
./ultralytics/hub/auth.py,0,0
./ultralytics/hub/google/__init__.py,0,0
./ultralytics/__init__.py,0,0
./ultralytics/cfg/__init__.py,6,6
./ultralytics/utils/metrics.py,44,44
./ultralytics/utils/errors.py,0,0
./ultralytics/utils/autobatch.py,0,0
./ultralytics/utils/ops.py,3,3
./ultralytics/utils/export.py,0,0
./ultralytics/utils/files.py,0,0
./ultralytics/utils/plotting.py,3,3
./ultralytics/utils/__init__.py,1,1
./ultralytics/utils/benchmarks.py,4,4
./ultralytics/utils/loss.py,8,8
./ultralytics/utils/checks.py,0,0
./ultralytics/utils/patches.py,0,0
./ultralytics/utils/downloads.py,2,2
./ultralytics/utils/triton.py,0,0
./ultralytics/utils/instance.py,0,0
./ultralytics/utils/torch_utils.py,0,0
./ultralytics/utils/dist.py,0,0
./ultralytics/utils/tal.py,0,0
./ultralytics/utils/tuner.py,0,0
./ultralytics/utils/callbacks/clearml.py,0,0
./ultralytics/utils/callbacks/mlflow.py,0,0
./ultralytics/utils/callbacks/dvc.py,0,0
./ultralytics/utils/callbacks/neptune.py,0,0
./ultralytics/utils/callbacks/__init__.py,0,0
./ultralytics/utils/callbacks/comet.py,3,3
./ultralytics/utils/callbacks/raytune.py,0,0
./ultralytics/utils/callbacks/tensorboard.py,0,0
./ultralytics/utils/callbacks/base.py,0,0
./ultralytics/utils/callbacks/hub.py,0,0
./ultralytics/utils/callbacks/wb.py,0,0
./ultralytics/utils/autodevice.py,0,0
./ultralytics/data/split_dota.py,0,0
./ultralytics/data/converter.py,8,8
./ultralytics/data/utils.py,7,7
./ultralytics/data/augment.py,8,7
./ultralytics/data/__init__.py,0,0
./ultralytics/data/loaders.py,0,0
./ultralytics/data/split.py,0,0
./ultralytics/data/build.py,0,0
./ultralytics/data/dataset.py,10,10
./ultralytics/data/base.py,0,0
./ultralytics/data/annotator.py,0,0
./ultralytics/nn/__init__.py,0,0
./ultralytics/nn/text_model.py,0,0
./ultralytics/nn/modules/head.py,9,9
./ultralytics/nn/modules/utils.py,0,0
./ultralytics/nn/modules/block.py,0,0
./ultralytics/nn/modules/__init__.py,2,2
./ultralytics/nn/modules/conv.py,0,0
./ultralytics/nn/modules/transformer.py,0,0
./ultralytics/nn/modules/activation.py,0,0
./ultralytics/nn/autobackend.py,0,0
./ultralytics/nn/tasks.py,26,27
./ultralytics/engine/model.py,1,1
./ultralytics/engine/__init__.py,0,0
./ultralytics/engine/exporter.py,13,13
./ultralytics/engine/results.py,83,83
./ultralytics/engine/predictor.py,0,0
./ultralytics/engine/tuner.py,0,0
./ultralytics/engine/trainer.py,2,2
./ultralytics/engine/validator.py,2,2
./ultralytics/solutions/trackzone.py,0,0
./ultralytics/solutions/security_alarm.py,0,0
./ultralytics/solutions/region_counter.py,0,0
./ultralytics/solutions/queue_management.py,0,0
./ultralytics/solutions/instance_segmentation.py,0,0
./ultralytics/solutions/solutions.py,7,8
./ultralytics/solutions/object_counter.py,0,0
./ultralytics/solutions/__init__.py,0,0
./ultralytics/solutions/ai_gym.py,0,0
./ultralytics/solutions/distance_calculation.py,0,0
./ultralytics/solutions/analytics.py,0,0
./ultralytics/solutions/config.py,0,0
./ultralytics/solutions/object_blurrer.py,0,0
./ultralytics/solutions/streamlit_inference.py,1,1
./ultralytics/solutions/speed_estimation.py,0,0
./ultralytics/solutions/heatmap.py,0,0
./ultralytics/solutions/parking_management.py,0,0
./ultralytics/solutions/similarity_search.py,0,0
./ultralytics/solutions/object_cropper.py,0,0
./ultralytics/solutions/vision_eye.py,0,0
./tests/test_integrations.py,0,0
./tests/test_cli.py,0,0
./tests/test_exports.py,1,0
./tests/__init__.py,0,0
./tests/test_python.py,2,2
./tests/test_engine.py,0,0
./tests/test_cuda.py,1,0
./tests/test_solutions.py,2,0
./tests/conftest.py,0,0
./examples/YOLOv8-Action-Recognition/action_recognition.py,0,0
./examples/YOLOv8-SAHI-Inference-Video/yolov8_sahi.py,0,0
./examples/YOLOv8-ONNXRuntime/main.py,0,0
./examples/YOLOv8-TFLite-Python/main.py,0,0
./examples/YOLOv8-Region-Counter/yolov8_region_counter.py,0,0
./examples/YOLO-Interactive-Tracking-UI/interactive_tracker.py,0,0
./examples/YOLOv8-Segmentation-ONNXRuntime-Python/main.py,0,0
./examples/RTDETR-ONNXRuntime-Python/main.py,0,0
./examples/YOLOv8-OpenCV-ONNX-Python/main.py,0,0
